,Facility ID,Facility Name,f_lng,f_lat,Facility Type,Material,Year,Service Area Address,Service Area Coordinates,Tonnage,Direction,Destiny,Facility Region,SA_lat,SA_lng
118,[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",1450,Incoming,Not Applicable,1,40.9848784,-72.6151169
119,[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"Shelter Island, NY, USA","[41.0681549, -72.3386939]",21950,Incoming,Not Applicable,1,41.0681549,-72.3386939
120,[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"Brookhaven, NY, USA","[40.8273786, -72.995048]",21950,Incoming,Not Applicable,1,40.8273786,-72.995048
121,[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"Southold, NY, USA","[41.0801973, -72.4731529]",21950,Incoming,Not Applicable,1,41.0801973,-72.4731529
122,[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"Smithtown, NY, USA","[40.8559314, -73.2006687]",21950,Incoming,Not Applicable,1,40.8559314,-73.2006687
123,[52C10280],Corazzini Asphalt; Inc.,-72.49814736,41.031434,Transfer Facility,Asphalt and Road Material,2019,"3120 Albertson Ln, Greenport, NY 11944, USA","[41.09069940000001, -72.4000853]",19300,Outgoing,Recycled,1,41.0906994,-72.4000853
124,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Riverhead, NY 11901, USA","[40.9170435, -72.66204019999999]",126641.97,Incoming,Not Applicable,1,40.9170435,-72.6620402
125,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Shelter Island, NY, USA","[41.0681549, -72.3386939]",126641.97,Incoming,Not Applicable,1,41.0681549,-72.3386939
126,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Southampton, NY, USA","[40.8598637, -72.56780119999999]",126641.97,Incoming,Not Applicable,1,40.8598637,-72.5678012
127,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"East Hampton, NY, USA","[41.083151, -71.9994067]",126641.97,Incoming,Not Applicable,1,41.083151,-71.9994067
128,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Brookhaven, NY, USA","[40.8273786, -72.995048]",126641.97,Incoming,Not Applicable,1,40.8273786,-72.995048
129,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"401 Main St, Islip, NY 11751, USA","[40.7294056, -73.2166187]",126641.97,Incoming,Not Applicable,1,40.7294056,-73.2166187
130,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Babylon, NY, USA","[40.71071269999999, -73.36731689999999]",126641.97,Incoming,Not Applicable,1,40.7107127,-73.3673169
131,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Hempstead, NY, USA","[40.6450219, -73.63390869999999]",126641.97,Incoming,Not Applicable,1,40.6450219,-73.6339087
132,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"New York County, New York, NY, USA","[40.7830603, -73.9712488]",126641.97,Incoming,Not Applicable,1,40.7830603,-73.9712488
133,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Bronx, NY, USA","[40.8447819, -73.8648268]",126641.97,Incoming,Not Applicable,1,40.8447819,-73.8648268
134,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Queens, NY, USA","[40.7282239, -73.7948516]",126641.97,Incoming,Not Applicable,1,40.7282239,-73.7948516
135,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",126641.97,Incoming,Not Applicable,1,40.6781784,-73.9441579
136,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Staten Island, NY, USA","[40.5795317, -74.1502007]",126641.97,Incoming,Not Applicable,1,40.5795317,-74.1502007
137,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Riverhead, NY 11901, USA","[40.9170435, -72.66204019999999]",41761.29,Incoming,Not Applicable,1,40.9170435,-72.6620402
138,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Shelter Island, NY, USA","[41.0681549, -72.3386939]",41761.29,Incoming,Not Applicable,1,41.0681549,-72.3386939
139,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Southampton, NY, USA","[40.8598637, -72.56780119999999]",41761.29,Incoming,Not Applicable,1,40.8598637,-72.5678012
140,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"East Hampton, NY, USA","[41.083151, -71.9994067]",41761.29,Incoming,Not Applicable,1,41.083151,-71.9994067
141,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Brookhaven, NY, USA","[40.8273786, -72.995048]",41761.29,Incoming,Not Applicable,1,40.8273786,-72.995048
142,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"401 Main St, Islip, NY 11751, USA","[40.7294056, -73.2166187]",41761.29,Incoming,Not Applicable,1,40.7294056,-73.2166187
143,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Babylon, NY, USA","[40.71071269999999, -73.36731689999999]",41761.29,Incoming,Not Applicable,1,40.7107127,-73.3673169
144,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Hempstead, NY, USA","[40.6450219, -73.63390869999999]",41761.29,Incoming,Not Applicable,1,40.6450219,-73.6339087
145,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Smithtown, NY, USA","[40.8559314, -73.2006687]",41761.29,Incoming,Not Applicable,1,40.8559314,-73.2006687
146,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Bronx, NY, USA","[40.8447819, -73.8648268]",41761.29,Incoming,Not Applicable,1,40.8447819,-73.8648268
147,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Queens, NY, USA","[40.7282239, -73.7948516]",41761.29,Incoming,Not Applicable,1,40.7282239,-73.7948516
148,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",41761.29,Incoming,Not Applicable,1,40.6781784,-73.9441579
149,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Huntington, NY, USA","[40.8681539, -73.425676]",41761.29,Incoming,Not Applicable,1,40.8681539,-73.425676
150,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Southold, NY, USA","[41.0801973, -72.4731529]",41761.29,Incoming,Not Applicable,1,41.0801973,-72.4731529
151,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,General C&D Debris,2019,"Oyster Bay, NY, USA","[40.7893778, -73.5358541]",41761.29,Incoming,Not Applicable,1,40.7893778,-73.5358541
152,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"1633 New Hwy, Farmingdale, NY 11735, USA","[40.7433395, -73.4136276]",75113.79,Outgoing,Transferred,1,40.7433395,-73.4136276
153,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA","[40.80071119999999, -72.92322039999999]",75113.79,Outgoing,AOC,1,40.8007112,-72.9232204
154,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA","[40.80071119999999, -72.92322039999999]",75113.79,Outgoing,Disposed,1,40.8007112,-72.9232204
155,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Concrete,2019,"Riverhead, NY 11901, USA","[40.9170435, -72.66204019999999]",75113.79,Outgoing,Recycled,1,40.9170435,-72.6620402
156,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Metals,2019,"4250 Boston Rd, Bronx, NY 10475, USA","[40.8881733, -73.8220372]",735.02,Outgoing,Recycled,1,40.8881733,-73.8220372
157,[52W01],Crown Recycling Facility,-72.71739371,40.94584278,Transfer Facility,Wood,2019,"12 Mill Brook Rd, Plainfield, CT 06374, USA","[41.6640548, -71.92433919999999]",360.19,Outgoing,Recycled,1,41.6640548,-71.9243392
158,[52W169R],Cutchogue Materials and Recycling,-72.50185351,41.02590308,Transfer Facility,Concrete,2019,"Southold, NY, USA","[41.0801973, -72.4731529]",1879.8,Incoming,Not Applicable,1,41.0801973,-72.4731529
159,[52W169R],Cutchogue Materials and Recycling,-72.50185351,41.02590308,Transfer Facility,Yard Waste,2019,"Southold, NY, USA","[41.0801973, -72.4731529]",1310.4,Incoming,Not Applicable,1,41.0801973,-72.4731529
160,[52W169R],Cutchogue Materials and Recycling,-72.50185351,41.02590308,Transfer Facility,Concrete,2020,"Southold, NY, USA","[41.0801973, -72.4731529]",7158.4,Incoming,Not Applicable,1,41.0801973,-72.4731529
161,[52W169R],Cutchogue Materials and Recycling,-72.50185351,41.02590308,Transfer Facility,Yard Waste,2020,"Southold, NY, USA","[41.0801973, -72.4731529]",945.5,Incoming,Not Applicable,1,41.0801973,-72.4731529
162,[52W100R],D'Agostino Brothers Enterprises Inc,-73.27050011,40.87010308,Transfer Facility,Asphalt and Road Material,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",8050,Incoming,Not Applicable,1,40.9848784,-72.6151169
163,[52W100R],D'Agostino Brothers Enterprises Inc,-73.27050011,40.87010308,Transfer Facility,Masonry,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",140,Incoming,Not Applicable,1,40.9848784,-72.6151169
164,[52W100R],D'Agostino Brothers Enterprises Inc,-73.27050011,40.87010308,Transfer Facility,Concrete,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",5030,Incoming,Not Applicable,1,40.9848784,-72.6151169
165,[52W100R],D'Agostino Brothers Enterprises Inc,-73.27050011,40.87010308,Transfer Facility,Soil,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",525,Incoming,Not Applicable,1,40.9848784,-72.6151169
166,[30M19],Daniel Finley Allen & Co Inc,-73.56175513,40.75900685,Transfer Facility,Concrete,2019,"Manhattan, New York, NY, USA","[40.7830603, -73.9712488]",1059.52,Incoming,Not Applicable,1,40.7830603,-73.9712488
167,[30M19],Daniel Finley Allen & Co Inc,-73.56175513,40.75900685,Transfer Facility,General C&D Debris,2019,"Manhattan, New York, NY, USA","[40.7830603, -73.9712488]",26843,Incoming,Not Applicable,1,40.7830603,-73.9712488
168,[30M19],Daniel Finley Allen & Co Inc,-73.56175513,40.75900685,Transfer Facility,Soil,2019,"Manhattan, New York, NY, USA","[40.7830603, -73.9712488]",4251,Incoming,Not Applicable,1,40.7830603,-73.9712488
169,[30M19],Daniel Finley Allen & Co Inc,-73.56175513,40.75900685,Transfer Facility,Wood,2019,"Manhattan, New York, NY, USA","[40.7830603, -73.9712488]",920,Incoming,Not Applicable,1,40.7830603,-73.9712488
170,[30M19],Daniel Finley Allen & Co Inc,-73.56175513,40.75900685,Transfer Facility,Metals,2019,"Manhattan, New York, NY, USA","[40.7830603, -73.9712488]",1109.3,Incoming,Not Applicable,1,40.7830603,-73.9712488
171,[30M19],Daniel Finley Allen & Co Inc,-73.56175513,40.75900685,Transfer Facility,General C&D Debris,2019,"1633 New Hwy, Farmingdale, NY 11735, USA","[40.7433395, -73.4136276]",26843,Outgoing,Transferred,1,40.7433395,-73.4136276
172,[30M19],Daniel Finley Allen & Co Inc,-73.56175513,40.75900685,Transfer Facility,Metals,2019,"125 Hopper St, Westbury, NY 11590, USA","[40.7574934, -73.5661563]",1109.3,Outgoing,Recycled,1,40.7574934,-73.5661563
173,[30M19],Daniel Finley Allen & Co Inc,-73.56175513,40.75900685,Transfer Facility,Concrete,2019,"702 Grand Blvd, Westbury, NY 11590, USA","[40.7474843, -73.5551862]",1059.32,Outgoing,Recycled,1,40.7474843,-73.5551862
174,[30M19],Daniel Finley Allen & Co Inc,-73.56175513,40.75900685,Transfer Facility,Soil,2019,"445 Horseblock Road, Yaphank, NY 11980, USA","[40.8042467, -72.9196588]",4251,Outgoing,Recycled,1,40.8042467,-72.9196588
175,[30M19],Daniel Finley Allen & Co Inc,-73.56175513,40.75900685,Transfer Facility,Wood,2019,"4515 2nd St E, Fort Drum, NY 13602, USA","[44.036614, -75.7717586]",920,Outgoing,Recycled,1,44.036614,-75.7717586
176,[52CP0246],DeChiaro Associates Corp. (Lot 2 & 2A),-72.93162861,40.80937763,Transfer Facility,Concrete,2019,"Babylon, NY, USA","[40.71071269999999, -73.36731689999999]",4258.29,Incoming,Not Applicable,1,40.7107127,-73.3673169
177,[52CP0246],DeChiaro Associates Corp. (Lot 2 & 2A),-72.93162861,40.80937763,Transfer Facility,Concrete,2019,"Brookhaven, NY, USA","[40.8273786, -72.995048]",4258.29,Incoming,Not Applicable,1,40.8273786,-72.995048
178,[52CP0246],DeChiaro Associates Corp. (Lot 2 & 2A),-72.93162861,40.80937763,Transfer Facility,Concrete,2019,"Huntington, NY, USA","[40.8681539, -73.425676]",4258.29,Incoming,Not Applicable,1,40.8681539,-73.425676
179,[52CP0246],DeChiaro Associates Corp. (Lot 2 & 2A),-72.93162861,40.80937763,Transfer Facility,Concrete,2019,"57 Field St, West Babylon, NY 11704, USA","[40.7322152, -73.38688239999999]",7164,Outgoing,Recycled,1,40.7322152,-73.3868824
180,[52CP0246],DeChiaro Associates Corp. (Lot 2 & 2A),-72.93162861,40.80937763,Transfer Facility,Concrete,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA","[40.80071119999999, -72.92322039999999]",7164,Outgoing,Recycled,1,40.8007112,-72.9232204
181,[52CP0246],DeChiaro Associates Corp. (Lot 2 & 2A),-72.93162861,40.80937763,Transfer Facility,Concrete,2019,"Islip, NY, USA","[40.7298207, -73.2103934]",7164,Outgoing,Recycled,1,40.7298207,-73.2103934
182,[52CP0246],DeChiaro Associates Corp. (Lot 2 & 2A),-72.93162861,40.80937763,Transfer Facility,"Rock, Stone, and Gravel",2019,"Smithtown, NY, USA","[40.8559314, -73.2006687]",265,Outgoing,Recycled,1,40.8559314,-73.2006687
183,[52CP0246],DeChiaro Associates Corp. (Lot 2 & 2A),-72.93162861,40.80937763,Transfer Facility,"Rock, Stone, and Gravel",2019,"Southampton, UK","[50.90970040000001, -1.4043509]",265,Outgoing,Recycled,1,50.9097004,-1.4043509
184,[52CP0246],DeChiaro Associates Corp. (Lot 2 & 2A),-72.93162861,40.80937763,Transfer Facility,"Rock, Stone, and Gravel",2019,"North Hempstead, NY, USA","[40.8099386, -73.6771682]",265,Outgoing,Recycled,1,40.8099386,-73.6771682
185,[30W21R],Dejana Industries Inc,-73.70439217,40.84002285,Transfer Facility,Other,2019,"Sands Point, NY 11050, USA","[40.8517669, -73.71874199999999]",29.78,Incoming,Not Applicable,1,40.8517669,-73.718742
186,[30W21R],Dejana Industries Inc,-73.70439217,40.84002285,Transfer Facility,Other,2019,"Plandome, NY 11030, USA","[40.8067675, -73.7034639]",29.78,Incoming,Not Applicable,1,40.8067675,-73.7034639
187,[30W21R],Dejana Industries Inc,-73.70439217,40.84002285,Transfer Facility,Other,2019,"Roslyn Harbor, NY, USA","[40.8164891, -73.63707269999999]",29.78,Incoming,Not Applicable,1,40.8164891,-73.6370727
188,[30W21R],Dejana Industries Inc,-73.70439217,40.84002285,Transfer Facility,Old Corrugated Containers,2019,"Sands Point, NY 11050, USA","[40.8517669, -73.71874199999999]",56.87,Incoming,Not Applicable,1,40.8517669,-73.718742
189,[30W21R],Dejana Industries Inc,-73.70439217,40.84002285,Transfer Facility,Old Corrugated Containers,2019,"Plandome, NY 11030, USA","[40.8067675, -73.7034639]",56.87,Incoming,Not Applicable,1,40.8067675,-73.7034639
190,[30W21R],Dejana Industries Inc,-73.70439217,40.84002285,Transfer Facility,Old Corrugated Containers,2019,"Roslyn Harbor, NY, USA","[40.8164891, -73.63707269999999]",56.87,Incoming,Not Applicable,1,40.8164891,-73.6370727
191,[52W113],Emil Norsic & Son Inc,-72.41035149,40.90029732,Transfer Facility,Concrete,2019,"Southampton, NY, USA","[40.8598637, -72.56780119999999]",449,Incoming,Not Applicable,1,40.8598637,-72.5678012
192,[52W113],Emil Norsic & Son Inc,-72.41035149,40.90029732,Transfer Facility,General C&D Debris,2019,"Southampton, NY, USA","[40.8598637, -72.56780119999999]",14068,Incoming,Not Applicable,1,40.8598637,-72.5678012
193,[52W113],Emil Norsic & Son Inc,-72.41035149,40.90029732,Transfer Facility,Wood,2019,"Southampton, NY, USA","[40.8598637, -72.56780119999999]",626,Incoming,Not Applicable,1,40.8598637,-72.5678012
194,[52W113],Emil Norsic & Son Inc,-72.41035149,40.90029732,Transfer Facility,Yard Waste,2019,"Southampton, NY, USA","[40.8598637, -72.56780119999999]",142,Incoming,Not Applicable,1,40.8598637,-72.5678012
195,[52W113],Emil Norsic & Son Inc,-72.41035149,40.90029732,Transfer Facility,General C&D Debris,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA","[40.80071119999999, -72.92322039999999]",14068,Outgoing,Disposed,1,40.8007112,-72.9232204
196,[52W113],Emil Norsic & Son Inc,-72.41035149,40.90029732,Transfer Facility,Metals,2019,"71 Peconic Ave, Medford, NY 11763, USA","[40.8177235, -72.97486529999999]",301,Outgoing,Recycled,1,40.8177235,-72.9748653
197,[52W113],Emil Norsic & Son Inc,-72.41035149,40.90029732,Transfer Facility,Metals,2019,"2065 9th Ave, Ronkonkoma, NY 11779, USA","[40.79406729999999, -73.1409225]",301,Outgoing,Recycled,1,40.7940673,-73.1409225
198,[52W113],Emil Norsic & Son Inc,-72.41035149,40.90029732,Transfer Facility,Concrete,2019,"585 Middle Line Hwy, Bridgehampton, NY 11932, USA","[40.9716186, -72.34060660000002]",1904,Outgoing,Recycled,1,40.9716186,-72.3406066
199,[52W113],Emil Norsic & Son Inc,-72.41035149,40.90029732,Transfer Facility,Concrete,2019,"Southampton, UK","[50.90970040000001, -1.4043509]",1904,Outgoing,Recycled,1,50.9097004,-1.4043509
200,[52W113],Emil Norsic & Son Inc,-72.41035149,40.90029732,Transfer Facility,Concrete,2019,"225 Springs Fireplace Rd, East Hampton, NY 11937, USA","[40.986658, -72.177061]",1904,Outgoing,Recycled,1,40.986658,-72.177061
201,[52W113],Emil Norsic & Son Inc,-72.41035149,40.90029732,Transfer Facility,Wood,2019,"Speonk, Remsenburg-Speonk, NY, USA","[40.8239791, -72.7008489]",2780,Outgoing,Recycled,1,40.8239791,-72.7008489
202,[30W22],Framitz Inc,-73.65327214,40.62204936,Transfer Facility,Concrete,2019,"Hempstead, NY, USA","[40.6450219, -73.63390869999999]",785.37,Incoming,Not Applicable,1,40.6450219,-73.6339087
203,[30W22],Framitz Inc,-73.65327214,40.62204936,Transfer Facility,General C&D Debris,2019,"Hempstead, NY, USA","[40.6450219, -73.63390869999999]",23669.31,Incoming,Not Applicable,1,40.6450219,-73.6339087
204,[30W22],Framitz Inc,-73.65327214,40.62204936,Transfer Facility,General C&D Debris,2019,"350 Horseblock Road, Brookhaven, NY 11719, USA","[40.80071119999999, -72.92322039999999]",23346.76,Outgoing,Disposed,1,40.8007112,-72.9232204
